0 0 -246.5622506 3.381973184
0 1 -263.3107180 3.414413937
0 2 -319.3924318 3.606967648
0 3 -300.5241301 3.720795893
0 4 -282.7158424 3.549992689
0 5 -236.0244413 3.566353709
0 6 -368.2196276 3.362539931
0 7 -360.9890492 3.722880916
0 8 -262.7159577 3.630106204
0 9 -317.9116027 3.674836913
0 10 -258.3406558 3.635532868
0 11 -274.2218789 3.715397903
0 12 -256.3387455 3.773310191
0 13 -365.7861074 3.770696028
0 14 -321.4036497 3.775448067
0 15 -266.1428538 3.389866487
0 16 -353.8830179 3.729079677
0 17 -254.4762041 3.881516698
0 18 -381.9972609 3.732826647
0 19 -287.1821621 3.500751739
0 20 -400.0301270 3.717482615
0 21 -365.1675772 3.630895794
0 22 -367.0764582 3.697602250
0 23 -332.4805735 3.746043684
0 24 -399.2454289 3.602414981
0 25 -359.0599711 3.608903093
0 26 -295.1399671 3.325951130
0 27 -385.2805521 3.680785759
0 28 -230.0824885 3.611511598
0 29 -366.2286657 3.874835114
0 30 -298.4193439 3.656908467
0 31 -354.9513400 3.762686958
0 32 -279.0610430 3.682478700
0 33 -301.4578007 3.641182487
0 34 -335.8910675 4.034054157
0 35 -308.1276058 3.920229357
1 0 -213.9566550 3.670226659
1 1 -223.8120289 3.275001528
1 2 -228.3462983 3.460012347
1 3 -333.0249207 3.764287815
1 4 -249.0595124 3.623556984
1 5 -188.9882075 3.609226556
1 6 -206.6699002 3.542225120
1 7 -218.0723577 3.533778892
1 8 -209.5724392 3.591473860
1 9 -157.5251367 3.512205080
1 10 -253.3906527 3.748458297
1 11 -213.6697311 3.730510644
1 12 -317.3082285 3.624763640
1 13 -213.3052045 3.787990348
1 14 -246.2050092 3.769969936
1 15 -354.2442782 3.803469810
1 16 -276.9995841 3.699440614
1 17 -201.8728778 3.632010657
1 18 -328.1700739 3.776470474
1 19 -200.4083662 3.685430659
1 20 -582.0528365 3.689382323
1 21 -266.9399486 3.666165610
1 22 -261.3354481 3.786708577
1 23 -232.8809584 3.735676423
1 24 -224.4077095 3.664105575
1 25 -233.8012279 3.490800013
1 26 -304.8505603 3.687695335
1 27 -266.8908075 3.679509622
1 28 -326.1231799 3.678985004
1 29 -275.0516299 3.727942652
1 30 -246.5997798 3.700026285
1 31 -260.4196827 3.568107521
1 32 -329.8535200 3.810751235
1 33 -353.7622732 3.853151226
1 34 -313.2685219 3.992794234
1 35 -312.7311740 4.094941347
2 0 -394.6312836 3.453084704
2 1 -388.2100204 3.594524373
2 2 -445.4722346 3.563404421
2 3 -587.4042314 3.659970345
2 4 -414.7819237 3.531181357
2 5 -393.0710364 3.375469259
2 6 -396.9017678 3.624662629
2 7 -413.3111580 3.520291891
2 8 -460.8758127 3.496735530
2 9 -390.6611595 3.601034735
2 10 -395.4685891 3.490005649
2 11 -471.2600935 3.502550950
2 12 -440.5849356 3.773866629
2 13 -457.8138324 3.649576589
2 14 -514.0218856 3.614032924
2 15 -417.5677782 3.721239591
2 16 -421.5837292 3.582769728
2 17 -406.6120725 3.647325515
2 18 -387.7083224 3.686660442
2 19 -360.1632562 3.316893722
2 20 -435.4377214 3.758663183
2 21 -431.8683904 3.594663818
2 22 -507.2295986 3.783866950
2 23 -355.8790676 3.359652116
2 24 -456.0318633 3.618572013
2 25 -440.8222894 3.671449948
2 26 -449.6689669 3.794318400
2 27 -359.6627219 3.795007524
2 28 -547.5911955 3.701749930
2 29 -439.1740322 3.547414940
2 30 -509.3310731 3.503099550
2 31 -462.6410138 3.624053077
2 32 -429.8378593 3.963268517
2 33 -255.5924833 3.957191846
2 34 -385.4304317 3.793034998
2 35 -329.4230302 3.628142508
3 0 -333.6200943 3.809309971
3 1 -191.6680234 3.387483270
3 2 -209.3945898 3.637494299
3 3 49.735090850 3.269041684
3 4 -165.2826788 3.628429140
3 5 -268.6791289 3.480378823
3 6 -153.1787144 3.677126269
3 7 -188.7436386 3.526897898
3 8 -235.3415109 3.833369181
3 9 -208.4585144 3.441995011
3 10 -247.5350548 3.699371398
3 11 -229.5429050 3.521104952
3 12 -239.5674062 3.632463383
3 13 -316.1496690 3.736953878
3 14 -252.1780011 3.517352532
3 15 -269.4082983 3.610369498
3 16 -609.8398582 4.515457997
3 17 -220.7455129 3.715509002
3 18 -350.6717903 3.709938915
3 19 -219.5023597 3.844052350
3 20 -371.5975439 3.705580661
3 21 -254.5778978 3.635515503
3 22 -326.2016518 3.488236691
3 23 -319.6031728 3.632874788
3 24 -267.3921679 3.351129785
3 25 -239.9895224 3.488234726
3 26 -330.8005192 3.790292203
3 27 -274.3720299 3.676792910
3 28 -280.7160490 3.742733748
3 29 -274.7196218 3.884158807
3 30 -392.2289915 3.721245077
3 31 -244.3378377 3.599647328
3 32 -354.5009075 3.898258092
3 33 -347.9954755 4.134866349
3 34 -444.7270728 3.916268763
3 35 -380.7416695 3.943454005
